date,THEFT,DECEPTIVE PRACTICE,OTHER OFFENSE,MOTOR VEHICLE THEFT,CRIMINAL DAMAGE,ASSAULT,BATTERY,NARCOTICS,WEAPONS VIOLATION,OFFENSE INVOLVING CHILDREN,ROBBERY,CRIMINAL TRESPASS,LIQUOR LAW VIOLATION,BURGLARY,INTERFERENCE WITH PUBLIC OFFICER,CRIM SEXUAL ASSAULT,ARSON,CRIMINAL SEXUAL ASSAULT,PROSTITUTION,PUBLIC PEACE VIOLATION,SEX OFFENSE,STALKING,KIDNAPPING,INTIMIDATION,CONCEALED CARRY LICENSE VIOLATION,GAMBLING,OBSCENITY,HOMICIDE,NON-CRIMINAL,HUMAN TRAFFICKING,PUBLIC INDECENCY,NON-CRIMINAL (SUBJECT SPECIFIED),OTHER NARCOTIC VIOLATION,RITUALISM,city
2018-11-11,144,29,45,26,71,50,140,29,18,5,28,25,0,22,1,2,3,2,1,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,Chicago
2018-11-12,167,40,50,23,80,53,110,44,18,10,27,14,0,30,3,5,0,2,0,6,0,2,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2018-11-13,164,50,47,26,44,47,87,43,9,9,25,10,0,26,3,2,2,1,1,4,3,0,2,2,0,0,0,3,0,0,0,0,0,0,Chicago
2018-11-14,170,55,44,23,48,42,101,43,11,5,34,17,0,27,4,2,1,1,0,0,2,2,1,1,0,2,1,2,0,0,0,0,0,0,Chicago
2018-11-15,184,54,55,25,75,42,83,44,13,6,28,17,0,38,3,2,0,0,5,2,8,0,1,1,2,0,0,4,0,0,0,0,0,0,Chicago
2018-11-16,183,60,49,27,66,49,122,63,14,5,24,18,2,34,3,4,0,1,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,Chicago
2018-11-17,170,45,48,19,73,43,116,43,15,5,27,24,1,23,4,4,1,3,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,Chicago
2018-11-18,132,42,45,30,63,38,149,30,19,11,25,15,0,14,3,6,0,0,0,2,1,2,1,0,0,0,0,2,0,0,0,0,0,0,Chicago
2018-11-19,160,57,44,27,63,47,123,28,7,1,18,17,0,25,5,1,1,2,0,3,2,0,1,1,0,0,0,5,0,0,1,0,0,0,Chicago
2018-11-20,205,57,50,19,52,57,104,37,16,9,26,14,0,34,4,5,0,1,0,3,5,0,0,0,0,0,0,2,1,0,0,0,0,0,Chicago
2018-11-21,204,56,35,38,77,44,115,52,16,1,25,16,1,39,2,5,2,0,4,3,2,0,0,2,0,0,0,2,0,0,0,0,0,0,Chicago
2018-11-22,114,21,32,24,65,47,129,14,5,5,15,11,0,40,2,6,2,1,3,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2018-11-23,193,55,45,26,88,56,134,46,20,7,19,11,0,29,5,1,1,1,6,2,3,0,1,0,0,1,0,1,0,0,0,0,0,0,Chicago
2018-11-24,208,49,41,29,63,37,122,31,18,6,26,15,0,34,5,1,2,1,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2018-11-25,124,23,44,20,72,46,134,15,10,4,30,16,0,23,1,5,0,0,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Chicago
2018-11-26,125,58,40,28,50,43,108,24,7,7,22,12,0,26,1,2,1,3,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-11-27,186,51,49,30,42,59,99,34,12,2,22,12,1,19,1,3,1,1,0,5,3,1,3,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-11-28,178,59,51,32,57,47,124,44,14,2,27,17,0,33,6,5,1,1,5,2,3,3,1,0,0,0,0,3,0,0,0,0,0,0,Chicago
2018-11-29,165,54,39,46,48,62,120,48,5,4,22,15,0,33,3,1,0,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2018-11-30,179,57,45,30,62,73,121,43,26,7,25,19,2,38,3,4,0,1,4,4,4,0,0,0,2,0,0,2,0,0,0,0,0,0,Chicago
2018-12-01,198,105,51,38,79,64,120,36,17,11,24,12,1,28,3,6,1,6,1,5,9,1,0,0,0,0,2,2,0,0,0,0,0,0,Chicago
2018-12-02,155,39,44,38,80,47,155,31,12,4,33,24,0,31,2,5,0,0,1,1,1,1,1,0,2,0,0,4,0,0,0,0,0,0,Chicago
2018-12-03,197,72,41,38,68,57,115,31,15,7,30,21,0,49,5,4,2,0,1,7,2,0,0,2,0,0,0,7,0,0,0,0,0,0,Chicago
2018-12-04,183,60,62,35,50,50,115,51,14,2,30,16,1,33,6,2,1,1,0,1,6,1,1,0,0,0,1,2,0,0,0,0,0,0,Chicago
2018-12-05,180,70,62,27,59,52,117,35,12,8,18,23,0,29,5,5,1,0,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-12-06,211,51,42,27,72,54,118,33,13,7,21,19,0,39,3,2,0,0,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-12-07,182,71,47,43,79,48,131,39,16,8,18,15,0,29,6,4,0,1,1,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,Chicago
2018-12-08,198,40,49,36,91,45,143,38,18,5,21,5,0,22,6,2,5,1,3,4,3,1,1,0,2,0,0,0,0,0,0,0,0,0,Chicago
2018-12-09,163,43,33,32,70,52,161,27,12,7,30,20,1,27,1,3,0,1,0,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2018-12-10,192,60,52,23,63,51,104,38,13,9,28,27,0,44,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-12-11,172,52,48,32,61,48,115,30,11,1,26,15,1,44,3,1,0,0,5,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Chicago
2018-12-12,220,69,55,31,64,55,119,39,7,4,23,28,0,29,1,4,1,0,0,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-12-13,182,61,53,16,53,66,106,24,12,6,21,21,0,28,4,6,0,0,2,47,0,0,1,1,1,0,0,0,0,1,0,0,0,0,Chicago
2018-12-14,213,59,49,34,69,53,149,41,14,6,24,23,0,28,5,5,1,3,4,8,2,0,1,0,0,1,0,0,0,1,0,0,0,0,Chicago
2018-12-15,193,46,41,32,82,61,139,34,23,0,32,18,0,20,5,2,1,2,1,3,4,2,0,1,0,0,0,2,0,0,0,0,0,0,Chicago
2018-12-16,179,47,43,25,86,57,152,46,21,8,29,15,0,23,6,4,0,4,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,Chicago
2018-12-17,220,65,31,18,86,43,99,36,10,6,30,18,0,35,1,1,1,1,1,2,5,1,0,1,0,1,0,0,0,0,0,0,0,0,Chicago
2018-12-18,202,66,57,35,50,51,109,32,16,4,22,19,1,24,2,6,2,0,6,5,3,2,0,0,0,0,0,3,0,0,0,0,0,0,Chicago
2018-12-19,207,52,44,29,80,66,112,36,11,4,27,20,0,32,2,4,1,0,3,1,3,0,1,0,0,0,0,5,0,0,1,0,0,0,Chicago
2018-12-20,253,69,48,35,68,54,126,21,15,6,22,19,0,36,1,4,0,1,0,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,Chicago
2018-12-21,251,74,34,26,64,51,138,30,9,7,32,26,0,36,2,3,2,5,0,6,2,0,0,2,0,0,0,1,1,0,0,0,0,0,Chicago
2018-12-22,195,49,36,40,97,38,159,16,24,4,34,20,0,28,4,1,2,2,0,2,5,0,0,2,1,0,0,1,0,0,0,0,0,0,Chicago
2018-12-23,147,31,32,27,87,46,138,25,9,6,29,22,0,28,2,1,1,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2018-12-24,162,45,39,19,65,51,107,16,7,8,25,11,0,36,2,3,3,0,0,2,5,0,0,0,0,0,1,3,0,0,0,0,0,0,Chicago
2018-12-25,69,12,33,18,54,54,125,8,7,5,15,10,0,27,0,4,0,0,0,1,3,0,1,1,0,0,1,1,0,0,0,0,0,0,Chicago
2018-12-26,159,48,39,21,73,48,90,41,15,6,29,10,0,20,8,2,2,0,8,3,6,0,0,1,1,0,0,1,0,0,0,0,0,0,Chicago
2018-12-27,171,45,36,29,67,43,92,27,19,7,27,14,0,35,3,1,0,0,5,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,Chicago
2018-12-28,187,55,37,26,64,46,119,55,20,6,38,16,1,33,2,3,0,1,3,6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,Chicago
2018-12-29,145,40,41,29,85,50,142,38,21,4,30,19,1,35,4,3,2,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Chicago
2018-12-30,142,39,37,32,86,47,139,32,16,3,38,15,0,34,1,4,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2018-12-31,160,46,29,25,94,42,106,21,21,7,40,14,2,29,0,2,1,2,0,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,Chicago
2019-01-01,153,155,80,33,124,63,218,36,39,59,26,16,2,28,7,11,0,9,1,5,17,0,2,2,0,0,0,0,0,0,0,0,0,0,Chicago
2019-01-02,152,63,45,30,61,43,105,49,20,0,23,16,0,33,3,3,1,2,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2019-01-03,196,66,49,24,82,52,112,53,13,2,32,20,0,37,2,1,0,0,3,3,2,0,0,1,0,0,0,2,0,0,0,0,0,0,Chicago
2019-01-04,182,57,54,27,82,51,105,68,21,4,37,13,4,38,4,3,0,2,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-01-05,175,58,45,17,66,37,173,75,24,6,29,23,2,32,1,5,1,1,7,4,6,0,1,2,0,0,0,1,0,1,0,0,0,0,Chicago
2019-01-06,157,45,31,15,77,47,143,39,17,7,20,18,0,28,6,5,1,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-01-07,167,49,56,19,71,54,108,36,9,7,15,31,0,41,2,1,1,0,0,1,2,2,0,0,0,1,1,2,0,0,0,0,0,0,Chicago
2019-01-08,169,60,37,9,81,55,124,46,13,4,25,19,1,39,3,5,1,0,0,2,3,1,1,2,0,0,0,0,0,1,0,0,0,0,Chicago
2019-01-09,168,59,39,21,48,49,100,55,18,4,19,18,0,22,1,4,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-01-10,158,52,52,15,80,42,113,46,21,11,18,16,1,38,4,7,1,1,0,5,2,0,0,1,2,0,0,0,0,0,0,0,0,0,Chicago
2019-01-11,201,61,58,27,74,45,117,65,14,8,27,24,2,38,2,1,1,0,0,8,4,2,0,1,0,0,0,4,0,0,0,0,0,0,Chicago
2019-01-12,165,49,50,21,54,55,124,48,14,7,17,11,1,26,3,8,2,5,8,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-01-13,117,17,37,20,52,40,130,36,18,8,23,22,0,29,3,1,1,0,10,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,Chicago
2019-01-14,162,46,39,27,54,62,111,30,19,2,22,27,0,18,5,2,0,3,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,Chicago
2019-01-15,159,71,52,28,57,51,124,45,9,3,23,26,0,25,5,2,0,1,6,2,5,2,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-01-16,173,57,65,23,49,54,108,55,16,6,31,23,0,28,2,2,1,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Chicago
2019-01-17,165,59,50,22,52,55,107,37,14,6,24,24,1,17,1,1,2,0,7,2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,Chicago
2019-01-18,164,57,48,30,53,54,114,36,21,5,22,21,0,33,2,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-01-19,114,43,30,14,52,25,107,30,17,3,21,20,1,21,5,3,0,3,1,2,4,0,0,0,2,0,0,3,1,0,0,0,0,0,Chicago
2019-01-20,100,32,45,19,48,43,109,23,7,3,16,15,0,13,5,7,1,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-01-21,136,37,49,23,55,42,78,42,10,4,24,17,0,22,5,3,1,2,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,Chicago
2019-01-22,149,56,42,20,40,49,111,45,7,9,19,24,1,31,3,3,1,4,5,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,Chicago
2019-01-23,177,35,44,19,59,46,97,81,10,4,24,21,0,28,4,3,0,0,0,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,Chicago
2019-01-24,137,45,44,21,54,44,110,41,12,9,21,21,1,20,3,5,1,2,1,6,5,1,1,2,0,0,0,0,0,0,0,0,0,0,Chicago
2019-01-25,140,50,47,17,39,35,109,50,15,7,18,17,2,18,2,3,0,3,3,4,2,0,0,1,2,0,1,1,0,0,0,0,0,0,Chicago
2019-01-26,117,32,37,31,57,34,106,40,11,6,14,13,2,19,5,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-01-27,119,35,40,22,28,63,103,38,14,5,15,9,0,19,0,1,0,1,2,3,3,1,0,2,0,1,0,0,0,0,0,0,0,0,Chicago
2019-01-28,94,49,51,19,39,50,109,36,6,4,23,10,0,20,1,0,0,1,1,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-01-29,128,38,33,29,35,50,84,35,8,7,9,11,0,14,1,2,0,1,0,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2019-01-30,61,28,36,25,25,26,83,9,4,1,10,6,0,15,1,4,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,Chicago
2019-01-31,102,33,46,41,46,43,82,15,6,5,11,11,0,7,3,3,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-02-01,162,99,87,34,68,46,90,62,9,13,20,16,0,29,6,9,2,3,4,4,11,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-02-02,185,47,58,23,75,51,126,55,13,8,13,16,0,26,5,4,1,1,6,2,4,0,1,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-02-03,119,30,39,24,57,60,138,31,19,4,22,14,1,14,3,3,0,1,4,6,2,0,0,0,2,0,0,3,0,0,0,0,0,0,Chicago
2019-02-04,181,58,39,19,85,65,129,40,14,8,14,28,0,34,0,5,0,4,0,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,Chicago
2019-02-05,166,41,57,21,59,57,104,46,20,6,10,13,0,31,5,2,3,1,0,3,3,2,1,0,0,0,1,1,0,0,0,0,0,0,Chicago
2019-02-06,148,37,51,20,57,57,121,49,5,5,17,21,0,28,5,2,1,0,1,2,3,1,1,0,2,0,0,2,0,0,0,0,0,0,Chicago
2019-02-07,171,50,40,19,64,62,122,47,12,5,13,15,0,26,5,0,0,1,0,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-02-08,169,54,43,31,56,38,99,62,7,2,15,19,1,24,3,4,0,2,6,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,Chicago
2019-02-09,183,49,60,23,84,42,138,62,15,8,17,27,1,20,3,4,2,2,6,5,3,0,0,0,0,1,0,2,0,0,0,0,0,0,Chicago
2019-02-10,143,40,42,21,70,46,142,37,20,6,16,7,0,24,1,4,3,2,0,4,5,0,1,0,0,0,1,3,0,0,0,0,0,0,Chicago
2019-02-11,154,50,38,26,53,42,101,42,20,8,24,13,0,37,6,0,1,1,1,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,Chicago
2019-02-12,158,55,44,25,61,62,116,48,11,4,16,20,0,28,5,3,1,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Chicago
2019-02-13,147,48,53,24,52,57,116,44,9,11,17,15,0,29,6,0,0,1,0,6,5,0,1,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-02-14,167,55,68,24,56,69,154,46,18,6,22,17,1,24,1,3,2,0,0,4,1,1,1,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-02-15,189,64,62,25,64,64,120,58,11,9,11,22,0,24,3,3,2,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-02-16,172,38,64,24,68,41,144,40,17,3,16,14,1,19,5,3,0,1,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2019-02-17,137,34,29,35,50,52,148,38,15,3,19,19,0,15,6,2,1,2,0,5,5,0,0,0,1,0,1,1,0,0,0,0,0,0,Chicago
2019-02-18,153,31,45,25,66,39,110,33,17,9,12,14,0,21,4,3,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2019-02-19,133,51,55,18,60,58,98,40,10,14,18,15,3,25,5,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-02-20,142,55,49,30,59,43,115,42,10,5,26,17,0,25,4,1,1,0,0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-02-21,181,52,49,14,58,56,122,44,13,12,25,19,1,24,6,3,0,2,0,4,5,2,1,1,0,0,0,2,0,0,0,0,0,0,Chicago
2019-02-22,149,64,56,26,55,52,121,57,27,5,22,16,0,34,6,2,1,1,1,5,4,4,1,1,1,0,0,1,0,0,0,0,0,0,Chicago
2019-02-23,145,40,44,26,71,48,122,56,11,9,20,16,0,21,2,4,2,2,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-02-24,139,25,41,12,51,33,118,33,10,7,23,28,0,16,2,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-02-25,150,45,47,28,54,38,109,44,13,7,16,13,0,16,3,0,1,1,1,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-02-26,150,47,59,16,52,57,111,32,6,4,16,22,0,21,3,1,1,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,Chicago
2019-02-27,144,64,43,21,64,45,112,54,11,4,21,20,0,22,4,2,1,1,4,4,1,3,1,0,2,0,0,1,0,0,0,0,0,0,Chicago
2019-02-28,155,63,49,20,48,40,98,29,14,8,16,21,0,14,3,4,0,1,0,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,Chicago
2019-03-01,151,111,74,27,63,47,97,60,25,14,20,12,0,23,4,4,1,3,6,3,8,0,4,0,1,0,0,0,0,0,0,0,0,0,Chicago
2019-03-02,135,47,38,29,62,52,137,54,27,4,20,17,2,25,5,0,0,2,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-03-03,94,41,45,26,52,46,129,37,10,4,15,10,1,16,7,4,1,4,0,2,3,1,0,0,0,0,1,2,0,1,0,0,0,0,Chicago
2019-03-04,123,49,58,23,44,38,107,44,9,8,7,8,0,13,4,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2019-03-05,123,51,42,23,44,45,90,46,6,6,15,11,0,20,2,0,0,1,3,4,5,2,0,1,0,0,0,2,0,0,0,0,0,0,Chicago
2019-03-06,148,62,51,21,61,50,108,49,8,7,12,24,0,17,1,1,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Chicago
2019-03-07,148,54,48,16,58,35,111,49,6,8,28,17,0,17,3,2,0,0,0,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,Chicago
2019-03-08,138,61,38,31,74,53,132,58,21,7,28,18,0,30,3,1,0,3,0,7,5,3,2,2,1,0,0,2,0,0,0,0,0,0,Chicago
2019-03-09,126,29,44,21,68,43,146,52,16,5,19,14,0,20,5,4,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-03-10,118,30,45,24,75,53,140,43,13,5,14,15,1,18,1,5,1,2,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-03-11,163,57,52,34,63,57,127,42,15,7,20,21,0,21,2,3,0,1,0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0,Chicago
2019-03-12,155,56,44,18,73,46,103,44,11,7,13,21,1,17,4,0,1,1,0,7,3,0,1,0,0,0,1,1,0,0,0,0,0,0,Chicago
2019-03-13,152,46,53,21,71,74,132,38,13,8,18,16,0,17,6,2,0,1,3,10,2,2,0,0,2,0,0,1,0,0,0,0,0,0,Chicago
2019-03-14,135,63,51,28,64,63,124,44,19,4,10,19,1,28,3,0,3,0,1,5,4,1,1,0,2,0,0,3,0,0,0,0,0,0,Chicago
2019-03-15,163,55,46,37,73,68,136,53,22,6,10,14,2,31,4,1,3,0,0,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-03-16,155,53,44,24,73,61,198,45,18,7,20,17,1,20,3,2,2,2,0,7,9,1,1,1,0,0,1,1,0,0,0,0,0,0,Chicago
2019-03-17,116,30,37,26,77,58,141,26,17,5,17,27,0,11,5,3,1,6,1,4,1,0,1,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-03-18,141,45,42,19,70,64,139,42,8,7,15,15,0,25,3,3,1,1,0,3,2,0,3,2,0,0,0,1,0,0,0,0,0,0,Chicago
2019-03-19,150,47,37,12,57,61,129,47,19,6,14,17,2,25,4,1,0,4,2,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,Chicago
2019-03-20,160,67,59,22,70,54,102,46,16,9,17,21,0,30,3,1,1,2,5,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,Chicago
2019-03-21,174,42,48,22,65,59,140,39,17,4,22,21,0,15,2,2,1,1,3,5,2,2,0,0,0,2,1,0,0,0,0,0,0,0,Chicago
2019-03-22,178,53,47,15,64,48,137,57,14,8,18,15,3,33,2,4,2,1,0,5,2,0,0,0,0,0,1,2,0,0,0,0,0,0,Chicago
2019-03-23,162,38,40,21,74,50,161,44,24,8,14,12,2,15,4,2,2,2,3,3,4,0,1,0,1,1,0,2,0,0,0,0,0,0,Chicago
2019-03-24,144,34,43,22,74,57,144,32,17,5,22,15,0,21,3,3,0,1,0,2,4,0,1,0,0,1,1,2,0,0,0,0,0,0,Chicago
2019-03-25,148,52,58,21,57,55,114,47,12,9,12,11,0,25,3,2,1,0,0,4,5,1,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2019-03-26,158,58,45,21,76,50,114,46,15,5,18,13,0,35,2,1,0,1,2,7,2,1,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-03-27,135,61,49,15,76,66,133,43,23,1,14,17,0,37,3,6,1,1,0,6,6,2,0,1,0,1,0,1,0,0,0,0,0,0,Chicago
2019-03-28,152,53,47,23,52,71,147,44,17,9,14,14,0,22,3,1,1,1,1,3,3,1,1,0,0,0,0,3,0,0,0,0,0,0,Chicago
2019-03-29,159,51,40,27,72,46,139,49,13,7,15,20,0,16,1,2,1,2,3,4,2,0,1,0,2,0,0,3,0,0,0,0,0,0,Chicago
2019-03-30,141,29,47,26,62,56,134,49,21,7,18,25,2,15,2,3,1,4,8,10,1,0,0,0,2,0,0,0,0,0,0,0,0,0,Chicago
2019-03-31,133,32,47,22,62,41,169,39,24,3,10,18,0,19,3,1,1,2,1,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-04-01,181,111,70,20,63,63,139,37,10,19,12,18,1,21,5,6,0,2,0,6,6,1,0,0,0,0,0,4,0,0,0,0,0,0,Chicago
2019-04-02,139,66,48,23,71,52,115,48,8,3,16,14,0,29,6,0,1,1,2,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-04-03,137,54,61,25,59,69,117,49,13,9,25,22,0,18,2,4,1,0,4,3,3,0,1,1,0,0,0,3,0,0,0,0,0,0,Chicago
2019-04-04,153,63,39,25,72,51,133,42,9,9,13,14,3,17,3,2,1,0,4,3,3,2,0,0,0,0,0,1,0,0,0,0,1,0,Chicago
2019-04-05,170,42,44,29,84,58,122,60,21,6,18,21,0,18,4,1,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-04-06,141,51,53,26,71,54,166,41,24,6,29,28,1,26,5,3,1,3,1,6,3,0,0,0,3,0,0,1,0,0,0,0,0,0,Chicago
2019-04-07,126,33,46,39,69,60,168,44,31,4,20,18,0,13,4,5,1,3,0,8,4,0,0,1,1,0,0,5,0,0,0,0,0,0,Chicago
2019-04-08,156,61,49,30,77,66,153,46,20,11,16,25,1,17,4,0,0,3,0,4,1,0,0,1,0,0,0,3,0,0,0,0,0,0,Chicago
2019-04-09,146,51,36,19,75,65,140,50,13,9,17,20,0,23,7,3,1,1,8,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-04-10,162,53,54,35,71,49,92,35,12,10,21,16,0,25,3,2,1,0,2,4,5,1,0,1,2,0,0,3,0,0,0,0,0,0,Chicago
2019-04-11,180,71,37,21,78,64,123,45,18,17,17,23,1,25,7,4,0,3,0,5,3,0,1,2,0,0,0,1,0,0,0,0,0,0,Chicago
2019-04-12,175,69,53,33,85,73,105,59,16,11,18,33,1,26,4,2,1,1,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-04-13,169,53,44,24,109,55,146,44,19,3,23,17,0,21,3,2,3,1,2,9,1,0,1,0,3,0,0,2,0,0,0,0,0,0,Chicago
2019-04-14,104,36,39,18,68,34,124,31,12,5,22,13,0,17,1,3,2,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-04-15,176,72,54,29,87,56,110,44,11,11,22,11,0,21,2,1,2,4,0,5,0,1,0,0,1,0,0,3,1,0,0,0,0,0,Chicago
2019-04-16,145,60,62,22,76,62,142,39,16,2,28,17,0,16,7,2,1,1,0,3,2,0,0,1,1,1,0,2,0,0,0,0,0,0,Chicago
2019-04-17,152,45,48,41,75,47,120,39,25,5,23,19,1,28,2,3,0,0,0,7,4,1,0,1,1,0,0,4,0,1,0,0,0,0,Chicago
2019-04-18,134,34,50,27,63,55,122,34,14,7,20,16,0,31,4,3,4,1,1,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-04-19,161,39,44,21,73,44,109,56,12,17,14,15,2,26,4,4,1,1,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,Chicago
2019-04-20,140,36,48,30,81,57,157,45,24,4,34,23,0,23,4,4,0,1,3,7,3,0,1,0,2,0,0,3,0,0,0,0,0,0,Chicago
2019-04-21,121,20,32,23,83,56,181,37,29,5,10,11,1,20,2,2,0,1,0,5,0,2,1,0,1,0,1,1,0,0,0,0,0,0,Chicago
2019-04-22,130,59,51,24,95,71,140,42,21,6,23,18,0,29,6,2,2,1,0,10,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-04-23,192,51,50,21,79,53,129,51,17,10,23,20,0,27,5,0,2,1,0,7,3,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-04-24,164,48,67,20,62,68,118,40,21,16,16,22,0,20,4,2,0,1,0,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-04-25,172,55,52,21,83,72,145,34,22,7,21,29,0,32,1,4,1,4,0,4,4,2,0,0,1,1,0,0,0,0,0,0,0,0,Chicago
2019-04-26,188,66,50,24,68,74,130,50,23,9,17,14,0,28,2,0,2,1,3,4,1,0,2,1,0,0,0,5,0,0,0,0,0,0,Chicago
2019-04-27,137,27,42,30,88,42,136,29,23,5,20,14,1,19,2,3,0,1,0,3,3,0,1,0,1,0,0,2,0,0,0,0,0,0,Chicago
2019-04-28,124,25,36,23,73,47,142,37,17,5,21,11,0,25,4,5,0,0,0,4,1,0,0,1,1,1,0,3,0,0,0,0,0,0,Chicago
