city,month_year,monthly_cases,robbery,assault,drugs,theft,weapons offense,breaking & entering,property crime,theft of vehicle,theft from vehicle,liquor,arson,disorder,traffic,vehicle recovery,family offense,kidnapping,homicide
Chicago,2021-01-01,0.41618039895923675,0.7717622080679406,0.5855767889524341,0.3492723492723493,0.40848521978863533,0.7195979899497488,0.4086140254003313,0.6337614678899083,0.6919758412424504,,0.1388888888888889,0.5,0.21166306695464362,,,,0.22727272727272727,0.49107142857142855
Chicago,2021-02-01,0.14406244579358196,0.5074309978768577,0.5321523224996513,0.41857241857241856,0.32485832439883594,0.4834170854271357,0.311982330204307,0.5346788990825688,0.543572044866264,,0.5,0.2948717948717949,0.12311015118790497,,,,0.3181818181818182,0.3392857142857143
Chicago,2021-03-01,0.16296964440589765,0.5116772823779193,0.6528107127911843,0.5592515592515592,0.4192066166334814,0.7788944723618091,0.37161789066813916,0.6957798165137614,0.6790336496980155,,0.2777777777777778,0.6282051282051282,0.21166306695464362,,,,0.45454545454545453,0.4017857142857143
Chicago,2021-04-01,0.253786643538595,0.49469214437367304,0.668154554331148,0.34026334026334026,0.42809005973349673,0.7979899497487437,0.3793484262838211,0.7148623853211009,0.6160483175150993,,0.2222222222222222,0.5256410256410257,0.1771058315334773,,,,0.36363636363636365,0.49107142857142855
Chicago,2021-05-01,0.13359236773633998,0.5360934182590233,0.7825359185381504,0.36936936936936937,0.5006892326543115,0.8824120603015075,0.4108227498619547,0.8392660550458716,0.6436583261432269,,0.4722222222222222,0.6282051282051282,0.20086393088552915,,,,0.5,0.5892857142857143
Chicago,2021-06-01,0.022792714657415437,0.6369426751592356,0.8222904170735109,0.2966042966042966,0.5359166794302344,0.9306532663316583,0.4345665378244064,0.8502752293577982,0.719585849870578,,0.4722222222222222,0.6282051282051282,0.23110151187904968,,,,0.36363636363636365,0.75
Chicago,2021-07-01,0.04919340849956635,0.7558386411889597,0.8349839587111173,0.22522522522522523,0.6065247357941492,0.8532663316582915,0.4770844837106571,0.913394495412844,0.722174288179465,,0.2777777777777778,0.6410256410256411,0.23974082073434125,,,,0.2727272727272727,1.0
Chicago,2021-08-01,0.1939913269731136,0.6953290870488322,0.8112707490584461,0.18225918225918225,0.5947311992648185,0.8160804020100503,0.4875759249033683,0.8517431192660551,0.7851596203623814,,0.25,0.6153846153846154,0.1511879049676026,,,,0.4090909090909091,0.7410714285714286
Chicago,2021-09-01,0.19098699045967044,0.8205944798301487,0.8348444692425722,0.17325017325017325,0.6051462704855262,0.8341708542713567,0.5543898398674766,0.843302752293578,0.8766177739430544,,0.6944444444444444,0.5897435897435898,0.2505399568034557,,,,0.45454545454545453,0.8214285714285714
Chicago,2021-10-01,0.15050823937554206,0.8885350318471338,0.8035988282884642,0.20651420651420652,0.6469597181804257,0.7587939698492462,0.5985643290999448,0.8242201834862385,1.0,,0.5555555555555556,0.5641025641025641,0.20086393088552915,,,,0.2727272727272727,0.5625
Chicago,2021-11-01,0.25033130962705985,0.8290870488322718,0.6766634119124006,0.1884961884961885,0.5872262214734263,0.7105527638190955,0.571507454445058,0.7658715596330276,0.917169974115617,,0.8055555555555556,0.5384615384615384,0.15982721382289417,,,,0.45454545454545453,0.5535714285714286
